ranking_companies,unicorn,date_joined,country,city,industry,selected_investors,value,lat,lng,capital,population,id_city,year
162,Lyra Health,2020-08-25,United States,Burlingame,Health,"Greylock Partners, Venrock, Providence Ventures",5.85,37.586,-122.3669,,30889.0,1840018925,2020
163,Dataiku,2019-12-04,United States,New York,Internet software & services,"Alven Capital, FirstMark Capital, capitalG",4.6,40.6943,-73.9249,,18713220.0,1840034016,2019
164,Checkr,2019-09-19,United States,San Francisco,Internet software & services,"Y Combinator, Accel, T. Rowe Price",4.6,37.7562,-122.443,,3592294.0,1840021543,2019
165,Color,2021-01-04,United States,Burlingame,Health,"General Catalyst, Viking Global Investors, T. Rowe Price",4.6,37.586,-122.3669,,30889.0,1840018925,2021
166,Meizu Technology,2014-07-23,China,Zhuhai,Hardware,"Telling Telecommunication Holding Co., Alibaba Group",4.58,22.2769,113.5678,minor,1891100.0,1156722242,2014
167,Lendable,2021-03-31,United Kingdom,London,Fintech,"Ontario Teachers' Pension Plan, Goldman Sachs",4.58,51.5072,-0.1275,primary,10979000.0,1826645935,2021
168,Vinted,2019-11-27,Lithuania,Vilnius,E-commerce & direct-to-consumer,"Accel, Insight Partners, Burda Principal Investments",4.53,54.6833,25.2833,primary,574147.0,1440887149,2019
169,VIPKid,2016-08-04,China,Beijing,Edtech,"Sequoia Capital China, Tencent Holdings, Sinovation Ventures",4.5,39.905,116.3914,primary,19433000.0,1156228865,2016
170,Socure,2021-03-16,United States,New York,Cybersecurity,"Two Sigma Ventures, Flint Capital, Commerce Ventures",4.5,40.6943,-73.9249,,18713220.0,1840034016,2021
171,Monzo,2018-10-31,United Kingdom,London,Fintech,"Passion Capital, Thrive Capital, Orange Digital Ventures",4.5,51.5072,-0.1275,primary,10979000.0,1826645935,2018
172,UBTECH Robotics,2016-07-25,China,Shenzhen,Hardware,"CDH Investments, Goldstone Investments, Qiming Venture Partners",4.58,22.535,114.054,minor,15929000.0,1156158707,2016
173,Outreach,2019-04-16,United States,Seattle,Internet software & services,"Mayfield Fund, M12, Trinity Ventures",4.4,47.6211,-122.3244,,3789215.0,1840021117,2019
174,WeRide,2020-12-23,China,Guangzhou,Auto & transportation,"Atop Capital, IDInvest Partners, Qiming Venture Partners",4.4,23.1288,113.259,admin,20902000.0,1156237133,2020
175,Guild Education,2019-11-13,United States,Denver,Internet software & services,"General Atlantic, Blackstone, ICONIQ Growth",4.4,39.7621,-104.8759,admin,2876625.0,1840018789,2019
176,Arctic Wolf Networks,2020-10-22,United States,Eden Prairie,Cybersecurity,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors",4.3,44.8488,-93.4595,,64893.0,1840007821,2020
177,Sorare,2021-09-21,France,Paris,E-commerce & direct-to-consumer,"Benchmark, Accel, SoftBank Group",4.3,48.8566,2.3522,primary,11020000.0,1250015082,2021
178,Relativity Space,2020-11-23,United States,Inglewood,Other,"Playground Global, Bond, Tribe Capital",4.2,33.9566,-118.3444,,108151.0,1840019237,2020
179,Miaoshou Doctor,2019-06-27,China,Beijing,E-commerce & direct-to-consumer,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",4.25,39.905,116.3914,primary,19433000.0,1156228865,2019
180,ThoughtSpot,2018-05-08,United States,Sunnyvale,Internet software & services,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital",4.2,37.3836,-122.0256,,152703.0,1840021573,2018
181,Globalization Partners,2022-01-24,United States,Boston,Internet software & services,"Vista Equity Partners, Wincove, TDR Capital",4.2,42.3188,-71.0846,admin,4688346.0,1840000455,2022
182,dbt Labs,2021-06-30,United States,Philadelphia,Data management & analytics,"Andreessen Horowitz, Amplify Partners, Sequoia Capital",4.2,40.0077,-75.1339,,5649300.0,1840000673,2021
183,SSENSE,2021-06-08,Canada,Montreal,E-commerce & direct-to-consumer,Sequoia Capital,4.15,45.5089,-73.5617,,3519595.0,1124586170,2021
184,Dataminr,2018-06-04,United States,New York,Artificial Intelligence,"Venrock, Institutional Venture Partners, Goldman Sachs",4.1,40.6943,-73.9249,,18713220.0,1840034016,2018
185,BitPanda,2021-03-16,Austria,Vienna,Fintech,"Speedinvest, Valar Ventures, Uniqa Ventures",4.11,48.2083,16.3731,primary,1911191.0,1040261752,2021
186,Weee!,2021-03-16,United States,Fremont,"Supply chain, logistics, & delivery","Goodwater Capital, iFly, XVC Venture Capital",4.1,37.5265,-121.9852,,241110.0,1840020292,2021
187,Houzz,2014-09-30,United States,Palo Alto,E-commerce & direct-to-consumer,"New Enterprise Associates, Sequoia Capital, Comcast Ventures",4.0,37.3913,-122.1468,,65364.0,1840020333,2014
188,CRED,2021-04-06,India,Bangalore,Fintech,"Tiger Global Management, DST Global, Sequoia Capital India",4.01,12.9699,77.598,admin,13707000.0,1356410365,2021
189,Yello Mobile,2014-11-11,"Korea, South",Seoul,Mobile & telecommunications,Formation 8,4.0,37.56,126.99,primary,21794000.0,1410836482,2014
190,MEGVII,2017-10-31,China,Beijing,Artificial Intelligence,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company",4.0,39.905,116.3914,primary,19433000.0,1156228865,2017
191,Greensill,2018-07-16,United Kingdom,London,Fintech,"SoftBank Group, General Atlantic",4.0,51.5072,-0.1275,primary,10979000.0,1826645935,2018
192,Impossible Foods,2019-05-13,United States,Redwood City,Consumer & retail,"Khosla Ventures, Horizons Ventures, Temasek Holdings",4.0,37.5026,-122.2252,,85925.0,1840020304,2019
193,Radiology Partners,2018-02-26,United States,El Segundo,Health,"New Enterprise Associates, Starr Investment Holdings",4.0,33.9169,-118.4021,,16610.0,1840020481,2018
194,Next Insurance,2019-10-07,United States,Palo Alto,Fintech,"Zeev Ventures, Ribbit Capital, TLV Partners",4.0,37.3913,-122.1468,,65364.0,1840020333,2019
195,Patreon,2020-09-02,United States,San Francisco,Internet software & services,"Index Ventures, Thrive Capital, CRV",4.0,37.7562,-122.443,,3592294.0,1840021543,2020
196,PointClickCare,2021-01-07,Canada,Mississauga,Internet software & services,"Dragoneer Investment Group, Hellman & Friedman, JMI Equity",4.0,43.6,-79.65,,721599.0,1124112672,2021
197,Zapier,2021-01-14,United States,Sunnyvale,Internet software & services,"Sequoia Capital, Bessemer Venture Partners, Threshold Ventures",4.0,37.3836,-122.0256,,152703.0,1840021573,2021
198,Clubhouse,2021-01-24,United States,San Francisco,Mobile & telecommunications,"Andreessen Horowitz, TQ Ventures",4.0,37.7562,-122.443,,3592294.0,1840021543,2021
199,BrowserStack,2021-06-16,Ireland,Dublin,Internet software & services,"Accel, Insight Partners, Bond Capital",4.0,53.3497,-6.2603,primary,1173179.0,1372595407,2021
200,Olive,2020-12-01,United States,Columbus,Internet software & services,"Drive Capital, General Catalyst, Ascension Ventures",4.0,39.9862,-82.985,admin,1562009.0,1840003760,2020
201,Rubrik,2017-04-28,United States,Palo Alto,Data management & analytics,"Greylock Partners, Lightspeed Venture Partners, Khosla Ventures",4.0,37.3913,-122.1468,,65364.0,1840020333,2017
202,Melio,2021-01-25,United States,New York,Fintech,"Accel, Aleph, American Express Ventures",4.0,40.6943,-73.9249,,18713220.0,1840034016,2021
203,Vuori,2021-10-13,United States,Carlsbad,E-commerce & direct-to-consumer,"SoftBank Group, Norwest Venture Partners",4.0,33.1247,-117.2837,,115382.0,1840019352,2021
204,ClickUp,2020-12-15,United States,San Diego,Internet software & services,"Georgian Partners, Craft Ventures",4.0,32.8312,-117.1225,,3220118.0,1840021990,2020
205,Cerebras Systems,2018-11-14,United States,Los Altos,Hardware,"Benchmark, Foundation Capital, Sequoia Capital",4.0,37.3685,-122.0966,,30089.0,1840020328,2018
206,Farmers Business Network,2020-08-03,United States,San Carlos,Other,"Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures",4.0,37.4982,-122.268,,30185.0,1840021550,2020
207,Branch,2018-09-10,United States,Redwood City,Mobile & telecommunications,"New Enterprise Associates, Pear, Cowboy Ventures",4.0,37.5026,-122.2252,,85925.0,1840020304,2018
208,Aurora Solar,2021-05-24,United States,San Francisco,Internet software & services,"Fifth Wall Ventures, Energize Ventures, 	ICONIQ Capital",4.0,37.7562,-122.443,,3592294.0,1840021543,2021
209,Webflow,2021-01-13,United States,San Francisco,Internet software & services,"Accel, Silversmith Capital Partners, capitalG",4.0,37.7562,-122.443,,3592294.0,1840021543,2021
210,Yuga Labs,2022-03-22,United States,Miami,Fintech,"Andreessen Horowitz, Thrive Capital, Sound Ventures",4.0,25.7839,-80.2102,,6445545.0,1840015149,2022
211,Digit Insurance,2021-01-15,India,Bangalore,Fintech,"Fairfax Financial Holdings, A91 Partners, TVS Capital",4.0,12.9699,77.598,admin,13707000.0,1356410365,2021
212,Abnormal Security,2022-05-10,United States,San Francisco,Cybersecurity,"Greylock Partners, Insight Partners,Menlo Ventures",4.0,37.7562,-122.443,,3592294.0,1840021543,2022
213,Medlinker,2018-07-31,China,Chengdu,Health,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China",3.92,30.66,104.0633,admin,11309000.0,1156421555,2018
214,Intarcia Therapeutics,2014-04-01,United States,Boston,Health,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital",3.8,42.3188,-71.0846,admin,4688346.0,1840000455,2014
215,StockX,2019-06-26,United States,Detroit,E-commerce & direct-to-consumer,"Google Ventures, Battery Ventures, DST Global",3.8,42.3834,-83.1024,,3506126.0,1840003971,2019
216,MessageBird,2020-10-08,Netherlands,Amsterdam,Mobile & telecommunications,"Y Combinator, Atomico, Accel",3.8,52.3667,4.8833,primary,862965.0,1528355309,2020
217,Convoy,2018-09-21,United States,Seattle,"Supply chain, logistics, & delivery","Greylock Partners, capitalG, Y Combinator",3.8,47.6211,-122.3244,,3789215.0,1840021117,2018
218,Articulate,2021-07-01,United States,New York,Edtech,"Blackstone, ICONIQ Growth, General Atlantic",3.75,40.6943,-73.9249,,18713220.0,1840034016,2021
219,FalconX,2021-08-10,United States,San Mateo,Fintech,"Tiger Global Management, American Express Ventures, B Capital Group",3.75,37.5521,-122.3122,,104430.0,1840021551,2021
220,Dutchie,2021-03-16,United States,Bend,E-commerce & direct-to-consumer,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures",3.75,44.0562,-121.3087,,109802.0,1840018618,2021
221,Cohesity,2018-06-11,United States,San Jose,Data management & analytics,"SoftBank Group, Sequoia Capital, Wing Venture Capital",3.7,37.3019,-121.8486,,1798103.0,1840021570,2018
222,VAST Data,2020-04-16,United States,New York,Data management & analytics,"Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital",3.7,40.6943,-73.9249,,18713220.0,1840034016,2020
223,GOAT,2020-09-23,United States,Culver City,E-commerce & direct-to-consumer,"Upfront Ventures, Webb Investment Network, D1 Capital Partners",3.7,34.0058,-118.3968,,39185.0,1840019243,2020
224,Noom,2021-05-24,United States,New York,Health,"Qualcomm Ventures, Samsung Ventures, Silver Lake",3.7,40.6943,-73.9249,,18713220.0,1840034016,2021
225,Redwood Materials,2021-07-28,United States,Carson City,Other,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners",3.7,39.1512,-119.7474,admin,58756.0,1840003826,2021
226,Papaya Global,2021-03-04,United States,New York,Internet software & services,"Bessemer Venture Partners, Insight Partners, New Era Ventures",3.7,40.6943,-73.9249,,18713220.0,1840034016,2021
227,Abogen,2021-11-29,China,Suzhou,Health,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners",3.7,33.6333,116.9683,,5690000.0,1156871297,2021
228,Harness,2021-01-14,United States,San Francisco,Artificial Intelligence,"Menlo Ventures, Alkeon Capital Management, Citi Ventures",3.7,37.7562,-122.443,,3592294.0,1840021543,2021
229,Autograph,2022-01-20,United States,Santa Monica,Internet software & services,01 Advisors. Kleiner Perkins Caufield & Byers. Andreessen Horowitz,3.66,34.0232,-118.4813,,90401.0,1840021866,2022
230,Relativity,2021-03-18,United States,Chicago,Internet software & services,"Silver Lake, ICONIQ Capital",3.6,41.8373,-87.6862,,8604203.0,1840000494,2021
231,Whoop,2020-10-28,United States,Boston,E-commerce & direct-to-consumer,"NextView Ventures, Promus Ventures, Two Sigma Ventures",3.6,42.3188,-71.0846,admin,4688346.0,1840000455,2020
232,Applied Intuition,2020-10-22,United States,Sunnyvale,Data management & analytics,"Andreessen Horowitz, Lux Capital, General Catalyst",3.6,37.3836,-122.0256,,152703.0,1840021573,2020
233,Course Hero,2020-02-12,United States,Redwood City,Edtech,"NewView Capital, Maveron, Ridge Ventures",3.6,37.5026,-122.2252,,85925.0,1840020304,2020
234,SpotOn,2021-05-26,United States,San Francisco,Fintech,"Dragoneer Investment Group, DST Global, Franklin Templeton",3.6,37.7562,-122.443,,3592294.0,1840021543,2021
235,Otto Bock HealthCare,2017-06-24,Germany,Duderstadt,Health,EQT Partners,3.52,51.5125,10.2597,,20466.0,1276392919,2017
236,Indigo Ag,2017-09-26,United States,Boston,Artificial Intelligence,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.",3.5,42.3188,-71.0846,admin,4688346.0,1840000455,2017
237,HyalRoute,2020-05-26,Singapore,Singapore,Mobile & telecommunications,Kuang-Chi,3.5,1.3,103.8,primary,5745000.0,1702341327,2020
238,Rec Room,2021-03-23,United States,Seattle,Internet software & services,"First Round Capital, Sequoia Capital, Index Ventures",3.5,47.6211,-122.3244,,3789215.0,1840021117,2021
239,Commure,2021-09-16,United States,San Francisco,Internet software & services,"General Catalyst, HCA Healthcare",3.5,37.7562,-122.443,,3592294.0,1840021543,2021
240,Mirakl,2020-09-22,France,Paris,E-commerce & direct-to-consumer,"Elaia Partners, 83North, Felix Capital",3.5,48.8566,2.3522,primary,11020000.0,1250015082,2020
241,Coalition,2021-03-17,United States,San Francisco,Cybersecurity,"Two Sigma Ventures, Flint Capital, Commerce Ventures",3.5,37.7562,-122.443,,3592294.0,1840021543,2021
242,Tekion,2020-10-21,United States,San Ramon,Internet software & services,"Airbus Ventures, Index Ventures, Advent International",3.5,37.7625,-121.9365,,75995.0,1840021530,2020
243,Celsius Network,2021-10-12,United States,Hoboken,Fintech,"WestCap Group, Caisse de depot et placement du Quebec",3.5,40.7453,-74.0279,,52677.0,1840003599,2021
244,GoStudent,2021-06-22,Austria,Vienna,Edtech,"DN Capital, Left Lane Capital, Coatue Management",3.5,48.2083,16.3731,primary,1911191.0,1040261752,2021
245,Highspot,2021-02-22,United States,Seattle,Internet software & services,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures",3.5,47.6211,-122.3244,,3789215.0,1840021117,2021
246,Handshake,2021-05-12,United States,San Francisco,Internet software & services,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures",3.5,37.7562,-122.443,,3592294.0,1840021543,2021
247,ChargeBee Technologies,2021-04-20,United States,San Francisco,Fintech,"Insight Partners, Tiger Global Management, Accel",3.5,37.7562,-122.443,,3592294.0,1840021543,2021
248,Flock Safety,2021-07-13,United States,Atlanta,Hardware,"Matrix Partners, Initialized Capital, Tiger Global Management",3.5,33.7627,-84.4224,admin,5449398.0,1840013660,2021
249,Helion Energy,2021-11-05,United States,Redmond,Other,"Mithril Capital Management, Y Combinator, Capricorn Investment Group",3.5,47.6762,-122.1169,,71929.0,1840019835,2021
250,Unacademy,2020-09-02,India,Bangalore,Edtech,"Blume Ventures, Nexus Venture Partners, Sequoia Capital India",3.44,12.9699,77.598,admin,13707000.0,1356410365,2020
251,MoonPay,2021-11-22,United States,Miami,Fintech,"New Enterprise Associates, Coatue Management, Tiger Global Management",3.4,25.7839,-80.2102,,6445545.0,1840015149,2021
252,Upstox,2021-11-29,India,Mumbai,Fintech,"Tiger Global Management, Kalaari Capital",3.4,18.9667,72.8333,admin,23355000.0,1356226629,2021
253,Youxia Motors,2018-04-02,China,Shanghai,Auto & transportation,"China Environmental Protection Industry, China Fortune Ocean",3.35,31.1667,121.4667,admin,22120000.0,1156073548,2018
254,OwnBackup,2021-01-28,United States,Englewood Cliffs,Data management & analytics,"Insight Partners, Salesforce Ventures, Vertex Ventures",3.35,40.8822,-73.9466,,5354.0,1840003547,2021
255,Starburst,2021-01-06,United States,Boston,Data management & analytics,"Index Ventures, Coatue Management, Andreessen Horowitz",3.35,42.3188,-71.0846,admin,4688346.0,1840000455,2021
256,Starling Bank,2021-03-08,United Kingdom,London,Fintech,"JTC Group, Qatar Investment Authority, Fidelity Investment",3.34,51.5072,-0.1275,primary,10979000.0,1826645935,2021
257,ECARX,2020-10-26,China,Wuhan,Auto & transportation,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund",3.31,30.5872,114.2881,admin,8962000.0,1156117184,2020
258,Sila Nanotechnologies,2019-04-16,United States,Alameda,Other,"Bessemer Venture Partners, Sutter Hill Ventures, Matrix Partners",3.3,37.767,-122.2672,,77624.0,1840018913,2019
259,Scopely,2019-10-29,United States,Culver City,Mobile & telecommunications,"Greycroft, Sands Capital, Revolution Growth",3.3,34.0058,-118.3968,,39185.0,1840019243,2019
260,Komodo Health,2020-05-22,United States,San Francisco,Health,"Andreessen Horowitz, IA Ventures, Felicis Ventures",3.3,37.7562,-122.443,,3592294.0,1840021543,2020
261,Kurly,2021-07-09,"Korea, South",Seoul,"Supply chain, logistics, & delivery","Sequoia Capital China, DST Global, DST Global",3.3,37.56,126.99,primary,21794000.0,1410836482,2021
262,Cars24,2020-11-24,India,Gurgaon,E-commerce & direct-to-consumer,"Moore Strategic Ventures, DST Global, Sequoia Capital India",3.3,28.45,77.02,,197340.0,1356836043,2020
263,BlockDaemon,2021-09-21,United States,Los Angeles,Fintech,"BOLDstart Ventures, Lerer Hippeau, Kenetic Capital",3.25,34.1139,-118.4068,,12750807.0,1840020491,2021
264,Dadi Cinema,2016-05-11,China,Shenzhen,Other,Alibaba Pictures Group,3.24,22.535,114.054,minor,15929000.0,1156158707,2016
